Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Jour_Semaine,Mois,Type_Commande
TXN_4031726,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-22,Wednesday,November,Grosse
TXN_9512112,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-05-25,Thursday,May,Grosse
TXN_9428611,Salad,4.0,5.0,20.0,Digital Wallet,Non Spécifié,2023-07-13,Thursday,July,Grosse
TXN_1472433,Non Spécifié,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-05,Wednesday,April,Petite
TXN_5483635,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-03-23,Thursday,March,Petite
TXN_3478169,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-03,Friday,February,Petite
TXN_3842766,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-03-24,Friday,March,Petite
TXN_7805115,Smoothie,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-12-18,Monday,December,Petite
TXN_7565447,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-02-15,Wednesday,February,Petite
TXN_8225343,Smoothie,1.0,4.0,4.0,Cash,Non Spécifié,2023-05-10,Wednesday,May,Petite
TXN_3822036,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-07,Sunday,May,Petite
TXN_3019996,Sandwich,2.0,4.0,8.0,Cash,Non Spécifié,2023-06-27,Tuesday,June,Petite
TXN_8397209,Non Spécifié,3.0,1.5,4.5,Cash,In-store,2023-10-12,Thursday,October,Petite
TXN_5634977,Coffee,5.0,2.0,10.0,Non Spécifié,In-store,2023-03-06,Monday,March,Grosse
TXN_8165784,Cake,5.0,3.0,15.0,Digital Wallet,Non Spécifié,2023-10-15,Sunday,October,Grosse
TXN_3619141,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-09-30,Saturday,September,Grosse
TXN_7160017,Juice,1.0,3.0,3.0,Cash,In-store,2023-09-27,Wednesday,September,Petite
TXN_9513509,Sandwich,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-04-27,Thursday,April,Petite
TXN_5919038,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-12-15,Friday,December,Petite
TXN_8384229,Tea,4.0,1.5,6.0,Digital Wallet,Non Spécifié,2023-01-08,Sunday,January,Grosse
TXN_9011816,Cake,1.0,3.0,3.0,Non Spécifié,Takeaway,2023-04-02,Sunday,April,Petite
TXN_2916992,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-08-20,Sunday,August,Petite
TXN_4350788,Tea,3.0,1.5,4.5,Non Spécifié,In-store,2023-06-28,Wednesday,June,Petite
TXN_3132488,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-09-12,Tuesday,September,Petite
TXN_9126573,Salad,4.0,5.0,20.0,Digital Wallet,Non Spécifié,2023-06-17,Saturday,June,Grosse
TXN_5347338,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-04,Tuesday,July,Grosse
TXN_2930963,Non Spécifié,2.0,4.0,8.0,Digital Wallet,In-store,2023-02-09,Thursday,February,Petite
TXN_7997252,Non Spécifié,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-05-28,Sunday,May,Petite
TXN_1907740,Sandwich,1.0,4.0,4.0,Cash,Non Spécifié,2023-03-17,Friday,March,Petite
TXN_3654670,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-14,Wednesday,June,Petite
TXN_1432682,Tea,1.0,1.5,1.5,Non Spécifié,Non Spécifié,2023-07-11,Tuesday,July,Petite
TXN_3938271,Salad,3.0,5.0,15.0,Non Spécifié,In-store,2023-01-12,Thursday,January,Petite
TXN_7619641,Juice,3.0,3.0,9.0,Non Spécifié,In-store,2023-04-02,Sunday,April,Petite
TXN_1870423,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-04-12,Wednesday,April,Petite
TXN_1006942,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-11-30,Thursday,November,Petite
TXN_2282319,Juice,2.0,3.0,6.0,Cash,In-store,2023-08-14,Monday,August,Petite
TXN_6812735,Tea,5.0,1.5,7.5,Non Spécifié,Non Spécifié,2023-04-21,Friday,April,Grosse
TXN_6922833,Tea,1.0,1.5,1.5,Non Spécifié,Takeaway,2023-11-17,Friday,November,Petite
TXN_5783469,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-06-14,Wednesday,June,Petite
TXN_8489120,Cookie,2.0,1.0,2.0,Credit Card,Non Spécifié,2023-11-07,Tuesday,November,Petite
TXN_6200609,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-04-12,Wednesday,April,Grosse
TXN_8194534,Coffee,2.0,2.0,4.0,Cash,Non Spécifié,2023-05-19,Friday,May,Petite
TXN_7238674,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-11-03,Friday,November,Petite
TXN_6968752,Tea,1.0,1.5,1.5,Non Spécifié,Non Spécifié,2023-04-07,Friday,April,Petite
TXN_1346953,Tea,3.0,1.5,4.5,Non Spécifié,In-store,2023-09-24,Sunday,September,Petite
TXN_8742689,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-05,Thursday,January,Grosse
TXN_2144031,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-02-25,Saturday,February,Petite
TXN_1996466,Smoothie,1.0,4.0,4.0,Digital Wallet,Non Spécifié,2023-04-24,Monday,April,Petite
TXN_1124796,Non Spécifié,5.0,1.5,7.5,Credit Card,Non Spécifié,2023-10-28,Saturday,October,Grosse
TXN_7124156,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-07-28,Friday,July,Petite
TXN_3150614,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-06,Sunday,August,Petite
TXN_5263693,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-20,Friday,January,Petite
TXN_1785644,Non Spécifié,5.0,1.5,7.5,Non Spécifié,Non Spécifié,2023-08-13,Sunday,August,Grosse
TXN_1702437,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-27,Tuesday,June,Grosse
TXN_6500713,Cookie,3.0,1.0,3.0,Non Spécifié,In-store,2023-04-30,Sunday,April,Petite
TXN_8725721,Sandwich,1.0,4.0,4.0,Cash,Non Spécifié,2023-06-04,Sunday,June,Petite
TXN_8965025,Salad,1.0,5.0,5.0,Cash,In-store,2023-04-14,Friday,April,Petite
TXN_8491490,Coffee,2.0,2.0,4.0,Non Spécifié,In-store,2023-01-16,Monday,January,Petite
TXN_4328869,Sandwich,2.0,4.0,8.0,Cash,Non Spécifié,2023-05-02,Tuesday,May,Petite
TXN_3849711,Smoothie,5.0,4.0,20.0,Cash,Non Spécifié,2023-08-14,Monday,August,Grosse
TXN_1334406,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-09-26,Tuesday,September,Petite
TXN_1556708,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-11,Sunday,June,Petite
TXN_8422494,Salad,4.0,5.0,20.0,Cash,In-store,2023-06-08,Thursday,June,Grosse
TXN_3427754,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-06,Sunday,August,Petite
TXN_3512545,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-08-08,Tuesday,August,Petite
TXN_7703185,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-10,Sunday,December,Petite
TXN_8455321,Smoothie,3.0,4.0,12.0,Non Spécifié,In-store,2023-01-25,Wednesday,January,Petite
TXN_9904505,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-06-07,Wednesday,June,Petite
TXN_5020643,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-19,Thursday,October,Petite
TXN_8170122,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-20,Monday,March,Grosse
TXN_5067216,Non Spécifié,4.0,5.0,20.0,Non Spécifié,Takeaway,2023-07-24,Monday,July,Grosse
TXN_3930540,Smoothie,3.0,4.0,12.0,Cash,Non Spécifié,2023-03-24,Friday,March,Petite
TXN_4663537,Coffee,5.0,2.0,10.0,Credit Card,Non Spécifié,2023-10-22,Sunday,October,Grosse
TXN_5392630,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-23,Thursday,November,Grosse
TXN_9480851,Cake,3.0,3.0,9.0,Non Spécifié,In-store,2023-03-21,Tuesday,March,Petite
TXN_5927620,Smoothie,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-05-04,Thursday,May,Petite
TXN_1561430,Tea,2.0,1.5,3.0,Non Spécifié,Takeaway,2023-10-13,Friday,October,Petite
TXN_1133945,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-23,Monday,October,Petite
TXN_5467240,Smoothie,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-10-20,Friday,October,Grosse
TXN_3210288,Salad,3.0,5.0,15.0,Non Spécifié,Takeaway,2023-04-30,Sunday,April,Petite
TXN_1586452,Salad,2.0,5.0,10.0,Cash,In-store,2023-02-01,Wednesday,February,Petite
TXN_9814929,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-01,Sunday,October,Petite
TXN_8961480,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-02-18,Saturday,February,Grosse
TXN_1826919,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-02-21,Tuesday,February,Grosse
TXN_3135048,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-02-03,Friday,February,Petite
TXN_3105263,Non Spécifié,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-25,Saturday,November,Grosse
TXN_4504141,Sandwich,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-09-28,Thursday,September,Grosse
TXN_7408461,Juice,3.0,3.0,9.0,Non Spécifié,In-store,2023-11-05,Sunday,November,Petite
TXN_8108115,Coffee,1.0,2.0,2.0,Non Spécifié,In-store,2023-08-24,Thursday,August,Petite
TXN_6655437,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-07-07,Friday,July,Petite
TXN_9120328,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-10-22,Sunday,October,Grosse
TXN_3906862,Cake,5.0,3.0,15.0,Cash,Non Spécifié,2023-08-14,Monday,August,Grosse
TXN_8468071,Cookie,4.0,1.0,4.0,Non Spécifié,Non Spécifié,2023-08-22,Tuesday,August,Grosse
TXN_7543921,Coffee,3.0,2.0,6.0,Cash,In-store,2023-12-06,Wednesday,December,Petite
TXN_8714536,Non Spécifié,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-06,Saturday,May,Grosse
TXN_3282601,Non Spécifié,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-03,Friday,February,Petite
TXN_4569599,Non Spécifié,2.0,1.5,3.0,Cash,Non Spécifié,2023-02-07,Tuesday,February,Petite
TXN_2970011,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-04,Sunday,June,Grosse
TXN_5556328,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-12-10,Sunday,December,Grosse
TXN_8786159,Coffee,3.0,2.0,6.0,Cash,In-store,2023-04-05,Wednesday,April,Petite
TXN_2467699,Tea,1.0,1.5,1.5,Cash,Non Spécifié,2023-06-17,Saturday,June,Petite
TXN_3085628,Salad,1.0,5.0,5.0,Cash,Non Spécifié,2023-08-26,Saturday,August,Petite
TXN_7952153,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-07-24,Monday,July,Petite
TXN_4439321,Coffee,3.0,2.0,6.0,Cash,In-store,2023-04-25,Tuesday,April,Petite
TXN_1488127,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-12-12,Tuesday,December,Grosse
TXN_6687734,Cake,1.0,3.0,3.0,Non Spécifié,In-store,2023-03-14,Tuesday,March,Petite
TXN_7323885,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-15,Friday,September,Grosse
TXN_7894558,Coffee,2.0,2.0,4.0,Non Spécifié,Non Spécifié,2023-01-04,Wednesday,January,Petite
TXN_4019040,Tea,1.0,1.5,1.5,Cash,In-store,2023-02-01,Wednesday,February,Petite
TXN_1570573,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-09,Sunday,April,Petite
TXN_5991995,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-08,Sunday,January,Petite
TXN_2437586,Sandwich,4.0,4.0,16.0,Cash,Non Spécifié,2023-08-29,Tuesday,August,Grosse
TXN_7326827,Smoothie,1.0,4.0,4.0,Non Spécifié,In-store,2023-06-30,Friday,June,Petite
TXN_6004431,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-04-07,Friday,April,Petite
TXN_7475500,Cookie,2.0,1.0,2.0,Cash,Non Spécifié,2023-11-22,Wednesday,November,Petite
TXN_8122317,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-16,Monday,October,Petite
TXN_2028930,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-11-25,Saturday,November,Petite
TXN_3394874,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-18,Sunday,June,Grosse
TXN_5804346,Tea,1.0,1.5,1.5,Credit Card,Non Spécifié,2023-07-05,Wednesday,July,Petite
TXN_5926025,Non Spécifié,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-07-29,Saturday,July,Petite
TXN_2220389,Salad,4.0,5.0,20.0,Credit Card,Non Spécifié,2023-07-26,Wednesday,July,Grosse
TXN_9603773,Cookie,2.0,1.0,2.0,Credit Card,Non Spécifié,2023-10-10,Tuesday,October,Petite
TXN_1285279,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-04-09,Sunday,April,Petite
TXN_5244558,Smoothie,4.0,4.0,16.0,Digital Wallet,Non Spécifié,2023-06-06,Tuesday,June,Grosse
TXN_1702434,Smoothie,3.0,4.0,12.0,Digital Wallet,Non Spécifié,2023-07-22,Saturday,July,Petite
TXN_2425755,Smoothie,1.0,4.0,4.0,Non Spécifié,Takeaway,2023-09-14,Thursday,September,Petite
TXN_5350200,Non Spécifié,1.0,4.0,4.0,Cash,In-store,2023-12-02,Saturday,December,Petite
TXN_7151817,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-18,Thursday,May,Petite
TXN_7514589,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-07-25,Tuesday,July,Petite
TXN_5962237,Juice,1.0,3.0,3.0,Non Spécifié,Takeaway,2023-10-31,Tuesday,October,Petite
TXN_9059245,Non Spécifié,1.0,4.0,4.0,Cash,Non Spécifié,2023-07-11,Tuesday,July,Petite
TXN_2188356,Tea,1.0,1.5,1.5,Non Spécifié,In-store,2023-07-14,Friday,July,Petite
TXN_8019335,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-26,Sunday,November,Petite
TXN_5921650,Salad,1.0,5.0,5.0,Non Spécifié,In-store,2023-10-13,Friday,October,Petite
TXN_5248011,Cake,2.0,3.0,6.0,Non Spécifié,In-store,2023-01-21,Saturday,January,Petite
TXN_7332957,Sandwich,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-07-26,Wednesday,July,Grosse
TXN_1278539,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-04-04,Tuesday,April,Petite
TXN_1186221,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-04-21,Friday,April,Grosse
TXN_3086676,Cake,2.0,3.0,6.0,Cash,Non Spécifié,2023-07-21,Friday,July,Petite
TXN_9696138,Juice,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-12-01,Friday,December,Petite
TXN_1846455,Sandwich,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-03-16,Thursday,March,Grosse
TXN_1548245,Non Spécifié,4.0,4.0,16.0,Credit Card,Non Spécifié,2023-03-15,Wednesday,March,Grosse
TXN_1839407,Cookie,3.0,1.0,3.0,Cash,Non Spécifié,2023-03-15,Wednesday,March,Petite
TXN_9028798,Cake,2.0,3.0,6.0,Cash,In-store,2023-05-25,Thursday,May,Petite
TXN_4672332,Cake,4.0,3.0,12.0,Cash,In-store,2023-03-29,Wednesday,March,Grosse
TXN_2726078,Coffee,3.0,2.0,6.0,Digital Wallet,Non Spécifié,2023-11-27,Monday,November,Petite
TXN_5249091,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-08-15,Tuesday,August,Grosse
TXN_9507397,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-10-26,Thursday,October,Petite
TXN_6948649,Non Spécifié,5.0,1.5,7.5,Cash,In-store,2023-11-27,Monday,November,Grosse
TXN_3300171,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-02-14,Tuesday,February,Grosse
TXN_2773085,Coffee,1.0,2.0,2.0,Non Spécifié,Non Spécifié,2023-10-16,Monday,October,Petite
TXN_4697112,Sandwich,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-04-08,Saturday,April,Petite
TXN_7897423,Non Spécifié,4.0,5.0,20.0,Non Spécifié,Non Spécifié,2023-05-24,Wednesday,May,Grosse
TXN_6373380,Coffee,4.0,2.0,8.0,Cash,In-store,2023-07-21,Friday,July,Grosse
TXN_8668590,Cookie,4.0,1.0,4.0,Digital Wallet,Non Spécifié,2023-04-18,Tuesday,April,Grosse
TXN_9121676,Smoothie,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-12-25,Monday,December,Grosse
TXN_4956012,Sandwich,1.0,4.0,4.0,Non Spécifié,In-store,2023-07-20,Thursday,July,Petite
TXN_4341126,Cake,2.0,3.0,6.0,Cash,Non Spécifié,2023-07-01,Saturday,July,Petite
TXN_9792412,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-06-15,Thursday,June,Petite
TXN_2103018,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-24,Friday,November,Grosse
TXN_9843421,Non Spécifié,3.0,3.0,9.0,Non Spécifié,In-store,2023-09-06,Wednesday,September,Petite
TXN_2227781,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-01-21,Saturday,January,Petite
TXN_6159539,Juice,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-01-12,Thursday,January,Petite
TXN_8014766,Non Spécifié,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-10-05,Thursday,October,Petite
TXN_5234152,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-03-26,Sunday,March,Grosse
TXN_9468033,Juice,1.0,3.0,3.0,Credit Card,Non Spécifié,2023-12-13,Wednesday,December,Petite
TXN_3132304,Sandwich,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-01-21,Saturday,January,Petite
TXN_6262910,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-07-02,Sunday,July,Grosse
TXN_7543841,Cookie,3.0,1.0,3.0,Cash,In-store,2023-11-07,Tuesday,November,Petite
TXN_7901672,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-06-24,Saturday,June,Petite
TXN_1058957,Juice,2.0,3.0,6.0,Cash,In-store,2023-03-21,Tuesday,March,Petite
TXN_7635738,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-08-08,Tuesday,August,Petite
TXN_2728444,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-01-23,Monday,January,Petite
TXN_9073184,Cake,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-04-14,Friday,April,Petite
TXN_2044945,Non Spécifié,2.0,1.5,3.0,Cash,Non Spécifié,2023-10-18,Wednesday,October,Petite
TXN_5665341,Tea,5.0,1.5,7.5,Cash,Non Spécifié,2023-02-27,Monday,February,Grosse
TXN_1509627,Juice,4.0,3.0,12.0,Digital Wallet,Non Spécifié,2023-03-23,Thursday,March,Grosse
TXN_7813066,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-02-28,Tuesday,February,Petite
TXN_5518591,Cookie,4.0,1.0,4.0,Digital Wallet,Non Spécifié,2023-09-21,Thursday,September,Grosse
TXN_6540415,Cake,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-05-27,Saturday,May,Grosse
TXN_2991726,Juice,5.0,3.0,15.0,Non Spécifié,In-store,2023-09-01,Friday,September,Grosse
TXN_7939659,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-07-26,Wednesday,July,Petite
TXN_7531403,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-07-08,Saturday,July,Petite
TXN_3767196,Salad,4.0,5.0,20.0,Cash,Non Spécifié,2023-08-30,Wednesday,August,Grosse
TXN_3562332,Salad,5.0,5.0,25.0,Non Spécifié,Non Spécifié,2023-06-20,Tuesday,June,Grosse
TXN_7302788,Coffee,1.0,2.0,2.0,Cash,In-store,2023-09-18,Monday,September,Petite
TXN_9233948,Cookie,4.0,1.0,4.0,Cash,Non Spécifié,2023-03-26,Sunday,March,Grosse
TXN_1510673,Juice,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-02-26,Sunday,February,Petite
TXN_9867586,Smoothie,4.0,4.0,16.0,Non Spécifié,In-store,2023-06-02,Friday,June,Grosse
TXN_1750875,Juice,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-12-13,Wednesday,December,Petite
TXN_6397944,Salad,5.0,5.0,25.0,Non Spécifié,Non Spécifié,2023-10-31,Tuesday,October,Grosse
TXN_5216430,Cookie,3.0,1.0,3.0,Non Spécifié,Non Spécifié,2023-02-05,Sunday,February,Petite
TXN_2723755,Juice,3.0,3.0,9.0,Cash,Non Spécifié,2023-06-30,Friday,June,Petite
TXN_2313646,Sandwich,3.0,4.0,12.0,Non Spécifié,In-store,2023-08-24,Thursday,August,Petite
TXN_4028494,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-22,Sunday,October,Petite
TXN_1412415,Juice,3.0,3.0,9.0,Cash,In-store,2023-02-24,Friday,February,Petite
TXN_7398884,Non Spécifié,3.0,4.0,12.0,Non Spécifié,Takeaway,2023-12-24,Sunday,December,Petite
TXN_6546131,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-06-26,Monday,June,Grosse
TXN_9030656,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-12,Tuesday,December,Grosse
TXN_1950777,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-08-26,Saturday,August,Grosse
TXN_4605239,Coffee,1.0,2.0,2.0,Credit Card,Non Spécifié,2023-08-06,Sunday,August,Petite
TXN_8019396,Sandwich,3.0,4.0,12.0,Non Spécifié,Non Spécifié,2023-10-20,Friday,October,Petite
TXN_7874772,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-04-26,Wednesday,April,Petite
TXN_2625464,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-10-06,Friday,October,Petite
TXN_9338442,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-29,Friday,December,Petite
TXN_2953908,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-10-11,Wednesday,October,Grosse
TXN_2576936,Cake,3.0,3.0,9.0,Cash,Non Spécifié,2023-10-14,Saturday,October,Petite
TXN_4586482,Juice,3.0,3.0,9.0,Non Spécifié,In-store,2023-09-04,Monday,September,Petite
TXN_3660806,Cookie,5.0,1.0,5.0,Non Spécifié,Takeaway,2023-02-14,Tuesday,February,Grosse
TXN_6410244,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-01-06,Friday,January,Grosse
TXN_5026431,Non Spécifié,5.0,4.0,20.0,Cash,Non Spécifié,2023-12-05,Tuesday,December,Grosse
TXN_3106348,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-01-10,Tuesday,January,Grosse
TXN_6216278,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-06,Monday,November,Grosse
TXN_9947324,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-22,Tuesday,August,Petite
TXN_9531434,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-09,Monday,October,Petite
TXN_4104718,Cookie,2.0,1.0,2.0,Cash,Non Spécifié,2023-11-08,Wednesday,November,Petite
TXN_5789560,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-13,Monday,February,Petite
TXN_8285752,Cookie,4.0,1.0,4.0,Non Spécifié,In-store,2023-01-07,Saturday,January,Grosse
TXN_8099340,Non Spécifié,4.0,1.5,6.0,Non Spécifié,In-store,2023-04-23,Sunday,April,Grosse
TXN_7733300,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-12-10,Sunday,December,Petite
TXN_4416331,Cookie,1.0,1.0,1.0,Non Spécifié,Takeaway,2023-02-13,Monday,February,Petite
TXN_3551665,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-06,Thursday,April,Grosse
TXN_7377496,Non Spécifié,1.0,3.0,3.0,Credit Card,Takeaway,2023-02-28,Tuesday,February,Petite
TXN_4637438,Salad,2.0,5.0,10.0,Non Spécifié,Takeaway,2023-04-07,Friday,April,Petite
TXN_5493965,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-06-16,Friday,June,Petite
TXN_2525207,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-11-25,Saturday,November,Petite
TXN_7354480,Cake,2.0,3.0,6.0,Cash,Non Spécifié,2023-01-17,Tuesday,January,Petite
TXN_6819128,Salad,1.0,5.0,5.0,Cash,Non Spécifié,2023-10-19,Thursday,October,Petite
TXN_5023419,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-02-26,Sunday,February,Petite
TXN_9864890,Sandwich,3.0,4.0,12.0,Non Spécifié,In-store,2023-12-06,Wednesday,December,Petite
TXN_8798330,Non Spécifié,1.0,2.0,2.0,Non Spécifié,In-store,2023-02-16,Thursday,February,Petite
TXN_9951411,Coffee,1.0,2.0,2.0,Cash,In-store,2023-08-09,Wednesday,August,Petite
TXN_6755795,Smoothie,5.0,4.0,20.0,Cash,Non Spécifié,2023-02-22,Wednesday,February,Grosse
TXN_7507071,Smoothie,2.0,4.0,8.0,Non Spécifié,In-store,2023-01-10,Tuesday,January,Petite
TXN_1018470,Juice,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-01-14,Saturday,January,Petite
TXN_2924262,Cookie,5.0,1.0,5.0,Non Spécifié,Non Spécifié,2023-09-01,Friday,September,Grosse
TXN_6472242,Sandwich,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-03-27,Monday,March,Petite
TXN_8482647,Sandwich,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-01-08,Sunday,January,Grosse
TXN_6994354,Salad,5.0,5.0,25.0,Non Spécifié,Takeaway,2023-07-03,Monday,July,Grosse
TXN_3520910,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-06,Saturday,May,Petite
TXN_8589003,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-08-25,Friday,August,Grosse
TXN_3219263,Smoothie,5.0,4.0,20.0,Non Spécifié,Takeaway,2023-03-31,Friday,March,Grosse
TXN_9619442,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-23,Tuesday,May,Grosse
TXN_1050323,Juice,1.0,3.0,3.0,Non Spécifié,In-store,2023-03-10,Friday,March,Petite
TXN_8379815,Smoothie,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-07-31,Monday,July,Grosse
TXN_6746916,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-11-15,Wednesday,November,Petite
TXN_1547717,Sandwich,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-12-15,Friday,December,Grosse
TXN_8407982,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-09-17,Sunday,September,Petite
